filename,sub_id,snapshot,view,Name,Name_ext,snapshot_n,SubfindID,c_axis,b_axis,a_axis,Name_joined,snapshot_joined,subhalo_id,view_joined,stellar_mass,re_kpc,sample_manga,manga_ifu_dsn,distances_selec,n_star_part,n_gas_cell,type,c/a,c/b,b/a,c_a,b_a
TNG50-97-98725-0-127.cube_maps.fits,98725,97,0,97_98725,97_98725_0,97,98725,1.6079309,3.4160457,3.7099054,97_98725,97,98725,0,9.882744,7.261426,1,127,0.10387113,127806,24074,1,0.4334156067699192,0.4706994698577948,0.9207905139575796,0.43341560676991925,0.9207905139575797
TNG50-95-522210-0-127.cube_maps.fits,522210,95,0,95_522210,95_522210_0,95,522210,1.5596547,2.654804,2.8029447,95_522210,95,522210,0,10.648398,5.6991377,1,61,0.14011408,797246,884917,1,0.5564343456365729,0.5874839347838862,0.9471481902586234,0.5564343456365729,0.9471481902586234
TNG50-92-528763-0-127.cube_maps.fits,528763,92,0,92_528763,92_528763_0,92,528763,1.0717931,2.501494,2.630941,92_528763,92,528763,0,10.634239,5.019313,2,37,0.57092434,779172,427080,1,0.4073801350923491,0.4284611915919046,0.9507982125026748,0.4073801350923491,0.9507982125026749
TNG50-97-645248-0-127.cube_maps.fits,645248,97,0,97_645248,97_645248_0,97,645248,1.0174205,2.8963213,3.0335655,97_645248,97,645248,0,9.6770935,5.7826257,1,127,0.059276823,78514,249209,1,0.3353876815911837,0.3512802602390833,0.954758122084392,0.33538768159118376,0.9547581220843921
TNG50-98-700952-0-127.cube_maps.fits,700952,98,0,98_700952,98_700952_0,98,700952,0.606827,1.2254739,1.2520484,98_700952,98,700952,0,9.418412,2.6800742,0,127,0.017816871,45485,86161,1,0.4846673658941619,0.4951774166712159,0.9787751815345156,0.4846673658941619,0.9787751815345156
TNG50-93-484871-0-127.cube_maps.fits,484871,93,0,93_484871,93_484871_0,93,484871,0.9211338,1.6567941,2.159583,93_484871,93,484871,0,10.763287,3.9777484,2,37,0.23211747,1064523,566272,3,0.426533177932962,0.5559736119292071,0.7671824143827767,0.426533177932962,0.7671824143827767
TNG50-97-556437-2-127.cube_maps.fits,556437,97,2,97_556437,97_556437_2,97,556437,0.4067006,0.6386582,0.6923849,97_556437,97,556437,2,9.95071,1.6029172,1,127,0.053585183,175104,562442,1,0.5873909150820592,0.6368047885394724,0.9224034204096594,0.5873909150820592,0.9224034204096594
TNG50-97-309996-0-127.cube_maps.fits,309996,97,0,97_309996,97_309996_0,97,309996,0.65607315,0.9412197,0.94625944,97_309996,97,309996,0,9.126355,2.2515073,1,19,0.7556521,23118,30763,1,0.6933332680940019,0.6970457056944304,0.99467403992292,0.6933332680940019,0.9946740399229201
TNG50-98-467174-0-127.cube_maps.fits,467174,98,0,98_467174,98_467174_0,98,467174,0.7651687,1.0457643,1.0601088,98_467174,98,467174,0,9.242804,2.6572814,1,127,0.05202368,31467,1871,1,0.7217831792359426,0.7316837073133975,0.9864688416887022,0.7217831792359426,0.9864688416887022
TNG50-96-556746-2-127.cube_maps.fits,556746,96,2,96_556746,96_556746_2,96,556746,1.1003741,3.3253984,3.338051,96_556746,96,556746,2,10.559367,6.7556233,1,61,0.8356488,638150,320310,1,0.3296456824656064,0.330899930666954,0.996209584574951,0.32964568246560644,0.996209584574951
TNG50-96-517856-1-127.cube_maps.fits,517856,96,1,96_517856,96_517856_1,96,517856,1.850807,3.6553595,3.756997,96_517856,96,517856,1,10.495043,8.10035,1,91,0.5657338,540041,1010928,1,0.492629352645211,0.5063269426714391,0.9729471436894944,0.49262935264521107,0.9729471436894945
TNG50-97-729781-0-127.cube_maps.fits,729781,97,0,97_729781,97_729781_0,97,729781,0.5689232,1.0534678,1.0680555,97_729781,97,729781,0,9.183884,2.3624516,1,37,0.08043285,26918,14703,1,0.5326719444822857,0.5400480204520727,0.9863418146341644,0.5326719444822857,0.9863418146341645
TNG50-96-375158-0-127.cube_maps.fits,375158,96,0,96_375158,96_375158_0,96,375158,0.43625948,0.63493836,1.0408343,96_375158,96,375158,0,10.243592,1.9624176,1,37,0.6191156,325372,97571,3,0.4191440270559877,0.6870894995224418,0.6100282821194498,0.4191440270559877,0.6100282821194498
TNG50-95-591735-0-127.cube_maps.fits,591735,95,0,95_591735,95_591735_0,95,591735,1.3536571,2.80832,2.8521967,95_591735,95,591735,0,10.110334,6.112784,2,127,0.030074483,223377,130421,1,0.4746015939223266,0.4820166861326344,0.9846165238182908,0.4746015939223266,0.9846165238182907
TNG50-97-309997-0-127.cube_maps.fits,309997,97,0,97_309997,97_309997_0,97,309997,0.8889961,1.6017287,1.6197858,97_309997,97,309997,0,9.574423,3.5176768,1,91,0.07727274,66066,2837,1,0.5488355929530929,0.5550228949509364,0.9888521679841864,0.5488355929530929,0.9888521679841865
TNG50-96-260253-0-127.cube_maps.fits,260253,96,0,96_260253,96_260253_0,96,260253,0.80056363,1.538983,1.8300589,96_260253,96,260253,0,10.026817,3.684462,0,37,0.17535669,184401,4253,3,0.4374523847292565,0.520190041085574,0.8409472503863127,0.4374523847292565,0.8409472503863127
TNG50-94-561350-1-127.cube_maps.fits,561350,94,1,94_561350,94_561350_1,94,561350,1.0724821,1.9646988,2.1420033,94_561350,94,561350,1,10.3673525,4.6020274,2,37,0.015076143,409660,637125,1,0.5006911520631178,0.5458760905233921,0.9172249174406036,0.5006911520631178,0.9172249174406035
TNG50-96-687885-0-127.cube_maps.fits,687885,96,0,96_687885,96_687885_0,96,687885,0.57391226,0.7686271,0.7794047,96_687885,96,687885,0,9.811659,2.0997515,0,19,0.07163438,131483,6245,1,0.7363469324729501,0.7466719037098744,0.9861720105100727,0.7363469324729501,0.9861720105100727
TNG50-90-315198-0-127.cube_maps.fits,315198,90,0,90_315198,90_315198_0,90,315198,3.965096,6.9926734,7.105613,90_315198,90,315198,0,11.431697,15.011915,1,127,0.64209604,5032441,5539983,1,0.5580230727454478,0.5670357777613352,0.9841055796312016,0.5580230727454478,0.9841055796312015
TNG50-97-740289-0-127.cube_maps.fits,740289,97,0,97_740289,97_740289_0,97,740289,0.45507073,0.6620088,0.6873358,97_740289,97,740289,0,9.05905,1.8654704,0,19,0.6655775,21451,46967,1,0.6620791904044573,0.6874088833864445,0.9631519266128724,0.6620791904044573,0.9631519266128723
TNG50-97-578573-0-127.cube_maps.fits,578573,97,0,97_578573,97_578573_0,97,578573,0.8143398,1.2652158,1.5231825,97_578573,97,578573,0,10.338922,3.4536629,1,37,0.23227341,420506,509514,3,0.5346304858413223,0.6436370775641593,0.8306396639929883,0.5346304858413223,0.8306396639929883
TNG50-93-489067-0-127.cube_maps.fits,489067,93,0,93_489067,93_489067_0,93,489067,0.63725007,1.4135646,1.6755606,93_489067,93,489067,0,10.43998,3.7017078,2,37,0.78547454,486036,131932,3,0.3803205148175482,0.450810716397397,0.8436368102711415,0.3803205148175482,0.8436368102711415
TNG50-94-458456-1-127.cube_maps.fits,458456,94,1,94_458456,94_458456_1,94,458456,2.6514652,3.3867211,3.507148,94_458456,94,458456,1,10.993839,8.154271,1,91,0.05016666,1925064,1330722,1,0.7560174820110244,0.7829003693277253,0.9656624413911248,0.7560174820110244,0.9656624413911247
TNG50-95-559044-0-127.cube_maps.fits,559044,95,0,95_559044,95_559044_0,95,559044,1.7488099,4.2925453,4.665496,95_559044,95,559044,0,9.690171,8.54427,2,127,0.010043097,80599,168118,1,0.3748390096144118,0.4074062771102264,0.9200619398237614,0.3748390096144118,0.9200619398237614
TNG50-93-567609-1-127.cube_maps.fits,567609,93,1,93_567609,93_567609_1,93,567609,0.9139521,2.2719338,2.7083175,93_567609,93,567609,1,10.522546,4.9152603,2,37,0.6251233,594783,205654,3,0.3374612097732263,0.4022793709922358,0.8388727687946482,0.33746120977322636,0.8388727687946482
TNG50-96-508420-0-127.cube_maps.fits,508420,96,0,96_508420,96_508420_0,96,508420,0.94476336,1.223528,1.5510561,96_508420,96,508420,0,10.233679,3.5738578,1,37,0.12752268,323317,1148860,3,0.6091097285262603,0.7721632524960607,0.7888354263910892,0.6091097285262603,0.7888354263910892
TNG50-97-614028-0-127.cube_maps.fits,614028,97,0,97_614028,97_614028_0,97,614028,0.34819636,0.42415753,0.8485043,97_614028,97,614028,0,10.216748,1.512397,1,37,0.1317755,326182,41657,3,0.4103648738138392,0.8209128339652486,0.4998884861278841,0.41036487381383924,0.4998884861278841
TNG50-96-541677-1-127.cube_maps.fits,541677,96,1,96_541677,96_541677_1,96,541677,0.5129275,0.62570196,0.8426493,96_541677,96,541677,1,10.367679,2.0423744,0,61,0.4591216,535831,431443,3,0.6087081541514364,0.8197632943326564,0.7425413632931279,0.6087081541514364,0.7425413632931279
TNG50-95-118863-0-127.cube_maps.fits,118863,95,0,95_118863,95_118863_0,95,118863,1.04287,2.3333395,2.3683693,95_118863,95,118863,0,9.690641,4.956477,2,127,0.84909844,86372,28568,1,0.4403325106435048,0.4469431045075094,0.9852093168071382,0.4403325106435048,0.9852093168071382
TNG50-95-647753-0-127.cube_maps.fits,647753,95,0,95_647753,95_647753_0,95,647753,1.2340608,2.554048,2.755931,95_647753,95,647753,0,9.297408,5.565374,2,127,0.02165116,32785,217865,1,0.4477836346410704,0.4831783897561831,0.9267459889235252,0.44778363464107046,0.9267459889235253
TNG50-97-55-1-127.cube_maps.fits,55,97,1,97_55,97_55_1,97,55,0.48946607,0.62648803,0.9083395,97_55,97,55,1,10.021606,1.792613,1,37,0.14300738,208598,0,3,0.5388580701378725,0.7812855897661763,0.6897069102466644,0.5388580701378725,0.6897069102466644
TNG50-94-100760-0-127.cube_maps.fits,100760,94,0,94_100760,94_100760_0,94,100760,0.8327912,1.3277619,1.7826743,94_100760,94,100760,0,10.649312,3.4591537,2,37,0.10418261,874345,197,3,0.4671583586525031,0.6272142618341435,0.7448146304683924,0.4671583586525031,0.7448146304683924
TNG50-97-706386-0-127.cube_maps.fits,706386,97,0,97_706386,97_706386_0,97,706386,0.9654987,1.7787431,1.8428648,97_706386,97,706386,0,9.205522,3.7640572,1,61,0.016821846,26439,92652,1,0.5239118463817856,0.5427982826749967,0.9652054236425808,0.5239118463817856,0.9652054236425808
TNG50-95-525112-0-127.cube_maps.fits,525112,95,0,95_525112,95_525112_0,95,525112,0.6438502,1.324839,1.359807,95_525112,95,525112,0,9.80914,2.9343922,2,127,0.8209748,110493,139064,1,0.4734864580047022,0.4859837308533338,0.9742845859743332,0.4734864580047022,0.9742845859743332
TNG50-96-318682-1-127.cube_maps.fits,318682,96,1,96_318682,96_318682_1,96,318682,0.4177074,0.50377244,0.5588987,96_318682,96,318682,1,9.384383,1.3415455,2,19,0.053190574,44785,0,1,0.7473758661453319,0.8291588956315277,0.9013662762142765,0.7473758661453319,0.9013662762142765
TNG50-95-565639-0-127.cube_maps.fits,565639,95,0,95_565639,95_565639_0,95,565639,1.0030906,3.6046317,3.6783473,95_565639,95,565639,0,10.522657,6.8681936,-1,127,0.13784395,562049,433878,1,0.2727014384965769,0.2782782496197877,0.9799595867415782,0.27270143849657696,0.9799595867415782
TNG50-97-119025-0-127.cube_maps.fits,119025,97,0,97_119025,97_119025_0,97,119025,0.43605608,0.51050144,0.70296544,97_119025,97,119025,0,10.079549,1.3296952,1,19,0.054722644,214434,0,-1,0.6203094137885355,0.8541720861747227,0.726211291411424,0.6203094137885355,0.726211291411424
TNG50-97-96-1-127.cube_maps.fits,96,97,1,97_96,97_96_1,97,96,0.52037996,0.64139974,0.9175372,97_96,97,96,1,9.659877,1.8810123,1,37,0.05798429,84663,0,3,0.5671486235108505,0.8113192562254546,0.6990449433548852,0.5671486235108505,0.6990449433548852
TNG50-94-519772-2-127.cube_maps.fits,519772,94,2,94_519772,94_519772_2,94,519772,0.7097215,1.8186696,2.3290496,94_519772,94,519772,2,10.538537,4.2486553,2,61,0.04728859,654665,1090790,3,0.3047257988838022,0.3902421308411379,0.7808634045406333,0.30472579888380225,0.7808634045406333
TNG50-92-462544-0-127.cube_maps.fits,462544,92,0,92_462544,92_462544_0,92,462544,1.8503187,5.7458673,5.8822846,92_462544,92,462544,0,10.678431,10.879093,2,127,0.028419225,805822,760511,1,0.31455783353291,0.3220260064133399,0.976808789564517,0.31455783353291,0.976808789564517
TNG50-96-397078-2-127.cube_maps.fits,397078,96,2,96_397078,96_397078_2,96,397078,0.9678,2.6952238,2.8332665,96_397078,96,397078,2,10.334557,5.7559896,1,91,0.09799146,363421,364707,1,0.3415845279644537,0.3590796430337251,0.9512778977904124,0.3415845279644537,0.9512778977904125
TNG50-93-430911-0-127.cube_maps.fits,430911,93,0,93_430911,93_430911_0,93,430911,2.5991256,3.5705225,3.5812833,93_430911,93,430911,0,11.045687,8.491948,1,19,0.05185854,2345457,2046918,1,0.7257525814838496,0.7279398463390161,0.9969952670317928,0.7257525814838496,0.9969952670317928
TNG50-93-538972-0-127.cube_maps.fits,538972,93,0,93_538972,93_538972_0,93,538972,1.7958515,6.736285,6.8644056,93_538972,93,538972,0,10.628835,13.947806,2,127,0.048798144,710796,755024,1,0.2616179177990298,0.2665937530849719,0.9813355143233377,0.2616179177990298,0.9813355143233377
TNG50-96-478539-0-127.cube_maps.fits,478539,96,0,96_478539,96_478539_0,96,478539,2.645115,3.8308928,4.3816667,96_478539,96,478539,0,10.783106,9.177251,1,127,0.08092982,1077271,1131186,-1,0.6036778196753304,0.6904695949727437,0.874300366114109,0.6036778196753304,0.874300366114109
TNG50-92-366042-0-127.cube_maps.fits,366042,92,0,92_366042,92_366042_0,92,366042,4.5380797,5.8793435,6.4644775,92_366042,92,366042,0,11.167399,14.549063,1,127,0.054492943,2978848,3367733,1,0.7020025516370039,0.7718684407536317,0.9094847186025476,0.7020025516370039,0.9094847186025475
TNG50-96-499499-1-127.cube_maps.fits,499499,96,1,96_499499,96_499499_1,96,499499,0.8911389,2.2486734,2.3562727,96_499499,96,499499,1,10.073631,4.8088446,1,61,0.005336999,202631,138875,1,0.3781985421296949,0.3962953890947436,0.9543349545237272,0.3781985421296949,0.9543349545237273
TNG50-95-14-0-127.cube_maps.fits,14,95,0,95_14,95_14_0,95,14,0.43165606,0.5708032,1.048742,95_14,95,14,0,10.302521,1.9415143,2,37,0.65413976,365743,0,3,0.4115941385011756,0.7562257184262458,0.5442741875504175,0.41159413850117565,0.5442741875504175
TNG50-96-574017-0-127.cube_maps.fits,574017,96,0,96_574017,96_574017_0,96,574017,1.1154221,2.4557352,2.5809603,96_574017,96,574017,0,10.204277,5.8581896,1,91,0.11737193,280550,616455,1,0.4321732883686742,0.4542110647760394,0.9514811986840712,0.43217328836867425,0.9514811986840711
TNG50-95-545548-0-127.cube_maps.fits,545548,95,0,95_545548,95_545548_0,95,545548,1.7783196,6.816114,6.981899,95_545548,95,545548,0,10.634427,14.104403,0,37,0.39869118,723386,751465,1,0.2547042860402306,0.260899333549879,0.9762550274645908,0.2547042860402306,0.9762550274645909
TNG50-96-164379-0-127.cube_maps.fits,164379,96,0,96_164379,96_164379_0,96,164379,0.45842767,0.56833106,1.0094498,96_164379,96,164379,0,10.305709,1.9850175,1,19,0.04281521,408791,4258,3,0.4541361739830945,0.8066208276563311,0.5630107212859916,0.4541361739830945,0.5630107212859916
TNG50-89-348465-1-127.cube_maps.fits,348465,89,1,89_348465,89_348465_1,89,348465,2.4459107,5.765993,6.2702084,89_348465,89,348465,1,11.05209,11.565268,2,127,0.08263863,2197179,3435956,1,0.3900844348331389,0.4241959190723957,0.919585543600114,0.3900844348331389,0.9195855436001139
TNG50-92-101160-0-127.cube_maps.fits,101160,92,0,92_101160,92_101160_0,92,101160,1.770943,2.9588847,3.0762033,92_101160,92,101160,0,10.976408,5.8812475,2,61,0.51414376,1820161,29420,1,0.5756911449903197,0.5985170696242404,0.9618625335978284,0.5756911449903197,0.9618625335978283
TNG50-96-444939-0-127.cube_maps.fits,444939,96,0,96_444939,96_444939_0,96,444939,1.1547157,2.0163717,2.0869658,96_444939,96,444939,0,9.184149,4.638548,2,127,0.034780275,27341,24950,1,0.5532988130423603,0.5726700587991786,0.966173810802266,0.5532988130423603,0.966173810802266
TNG50-89-328523-0-127.cube_maps.fits,328523,89,0,89_328523,89_328523_0,89,328523,3.9762125,8.217307,8.76061,89_328523,89,328523,0,11.400416,18.036156,0,127,0.94148326,4618544,3833430,1,0.4538739311531959,0.4838826759180349,0.937983428094619,0.45387393115319596,0.937983428094619
TNG50-95-249066-0-127.cube_maps.fits,249066,95,0,95_249066,95_249066_0,95,249066,2.6933353,5.760937,5.9359374,95_249066,95,249066,0,10.937944,11.650034,1,37,0.77185327,1496333,923598,1,0.4537337775833013,0.4675168813684301,0.97051848963232,0.45373377758330136,0.9705184896323199
TNG50-96-380951-1-127.cube_maps.fits,380951,96,1,96_380951,96_380951_1,96,380951,1.236304,2.9111388,2.966441,96_380951,96,380951,1,10.685769,5.960063,1,61,0.96221083,873577,359038,1,0.4167633875071171,0.4246805408247797,0.9813573908936668,0.4167633875071171,0.9813573908936668
TNG50-95-640119-1-127.cube_maps.fits,640119,95,1,95_640119,95_640119_1,95,640119,0.6540101,1.774584,1.8397237,95_640119,95,640119,1,9.859571,3.758166,2,37,0.8344509,121487,193677,1,0.3554936537481145,0.3685427683333108,0.9645926722583396,0.3554936537481145,0.9645926722583397
TNG50-97-772875-0-127.cube_maps.fits,772875,97,0,97_772875,97_772875_0,97,772875,0.5481181,1.0235159,1.0373864,97_772875,97,772875,0,9.312359,2.38713,1,37,0.005584018,36956,9482,1,0.5283644551345574,0.5355247534503372,0.9866293793710812,0.5283644551345574,0.9866293793710811
TNG50-96-559304-0-127.cube_maps.fits,559304,96,0,96_559304,96_559304_0,96,559304,0.65612876,1.1407652,1.1638708,96_559304,96,559304,0,9.802598,2.72258,0,19,0.035350464,109425,41582,1,0.5637470757063413,0.575165476646728,0.9801476246332496,0.5637470757063413,0.9801476246332497
TNG50-95-591216-0-127.cube_maps.fits,591216,95,0,95_591216,95_591216_0,95,591216,1.0495249,2.1824324,2.2164903,95_591216,95,591216,0,10.091337,4.774802,2,127,0.03033797,208966,387533,1,0.4735075538115371,0.4808968653507893,0.9846343112803158,0.47350755381153714,0.9846343112803158
TNG50-97-422857-0-127.cube_maps.fits,422857,97,0,97_422857,97_422857_0,97,422857,0.30468637,0.36363176,0.4430747,97_422857,97,422857,0,9.884677,1.0008392,1,19,0.077153295,129746,7582,3,0.6876636603263513,0.8378981252902661,0.8207007983078249,0.6876636603263513,0.8207007983078249
TNG50-93-482023-1-127.cube_maps.fits,482023,93,1,93_482023,93_482023_1,93,482023,1.3264256,3.6374042,3.6628847,93_482023,93,482023,1,10.91055,7.182834,0,37,0.039367907,1423764,1034345,1,0.3621259495282502,0.364662689947958,0.9930435975776142,0.3621259495282502,0.9930435975776142
TNG50-97-338797-0-127.cube_maps.fits,338797,97,0,97_338797,97_338797_0,97,338797,1.1575315,3.4282207,3.7327638,97_338797,97,338797,0,10.251597,7.2780285,1,127,0.056080706,297412,134107,1,0.3101003872787236,0.3376478941393709,0.9184135090465676,0.3101003872787236,0.9184135090465676
TNG50-87-397343-0-127.cube_maps.fits,397343,87,0,87_397343,87_397343_0,87,397343,2.7557724,7.963077,8.323614,87_397343,87,397343,0,11.1264,15.691275,2,127,0.17599428,2362357,1923691,1,0.3310788318631787,0.3460687872288563,0.956685040896899,0.3310788318631787,0.956685040896899
TNG50-96-205345-0-127.cube_maps.fits,205345,96,0,96_205345,96_205345_0,96,205345,0.6074006,0.8754156,0.9596367,96_205345,96,205345,0,10.054199,1.9709176,1,19,0.4617235,192417,16898,1,0.6329484897774335,0.6938425588943126,0.912236474490815,0.6329484897774335,0.912236474490815
TNG50-94-552079-0-127.cube_maps.fits,552079,94,0,94_552079,94_552079_0,94,552079,0.71013176,0.9465635,1.2456642,94_552079,94,552079,0,10.3722515,2.6873264,2,19,0.055882186,434572,452331,3,0.570082820073018,0.7502209413314584,0.7598865729624404,0.570082820073018,0.7598865729624404
TNG50-93-460525-0-127.cube_maps.fits,460525,93,0,93_460525,93_460525_0,93,460525,1.6899251,2.909106,2.9249082,93_460525,93,460525,0,10.986669,5.2595797,1,19,0.08586047,1798244,620512,1,0.5777703040389438,0.580908739660913,0.9945973689020394,0.5777703040389438,0.9945973689020394
TNG50-94-285675-0-127.cube_maps.fits,285675,94,0,94_285675,94_285675_0,94,285675,2.0388486,4.676331,4.7245927,94_285675,94,285675,0,11.131371,9.002871,1,37,0.15211573,2500012,159899,1,0.4315395483720745,0.4359932177598207,0.9897850030543376,0.43153954837207453,0.9897850030543375
TNG50-94-554768-0-127.cube_maps.fits,554768,94,0,94_554768,94_554768_0,94,554768,1.0800575,5.3081603,5.858959,94_554768,94,554768,0,10.594114,9.893773,2,127,0.3977993,653812,422484,1,0.1843429011877365,0.2034711536499754,0.9059903474320268,0.18434290118773658,0.9059903474320268
TNG50-96-569464-0-127.cube_maps.fits,569464,96,0,96_569464,96_569464_0,96,569464,1.9052792,3.9645202,4.2238693,96_569464,96,569464,0,10.145378,9.434403,1,127,0.030044898,236612,698405,1,0.4510743739158785,0.4805825431284219,0.938599165461867,0.45107437391587857,0.938599165461867
TNG50-94-291935-0-127.cube_maps.fits,291935,94,0,94_291935,94_291935_0,94,291935,1.3975253,3.6439779,4.240487,94_291935,94,291935,0,10.69855,7.8733764,0,91,0.22621004,875383,114492,-1,0.3295671699972197,0.3835164038728116,0.8593300486477142,0.3295671699972197,0.8593300486477142
TNG50-94-526945-1-127.cube_maps.fits,526945,94,1,94_526945,94_526945_1,94,526945,1.3177052,2.6355624,2.7801502,94_526945,94,526945,1,10.6936035,5.1559787,1,37,0.46991846,895328,211940,1,0.4739690682899075,0.4999711636499291,0.947992809884876,0.4739690682899075,0.947992809884876
TNG50-96-318676-0-127.cube_maps.fits,318676,96,0,96_318676,96_318676_0,96,318676,1.0961723,2.0115674,2.082746,96_318676,96,318676,0,9.25657,4.679422,2,37,0.017624024,32979,41531,1,0.5263110816201303,0.5449344128364777,0.9658246372817424,0.5263110816201303,0.9658246372817424
TNG50-94-506694-1-127.cube_maps.fits,506694,94,1,94_506694,94_506694_1,94,506694,1.64661,1.9772689,2.0748785,94_506694,94,506694,1,10.809435,4.653949,0,19,0.04526652,1224839,242058,1,0.7935934561951458,0.8327698877982654,0.9529564743188578,0.7935934561951458,0.9529564743188578
TNG50-98-65428-0-127.cube_maps.fits,65428,98,0,98_65428,98_65428_0,98,65428,0.69868004,0.7077601,0.7173404,98_65428,98,65428,0,8.786794,1.854932,1,61,0.020187652,11183,0,0,0.9739867432532728,0.987170709397153,0.9866446947641594,0.9739867432532727,0.9866446947641594
TNG50-95-599301-1-127.cube_maps.fits,599301,95,1,95_599301,95_599301_1,95,599301,0.61149687,1.320268,1.6649605,95_599301,95,599301,1,10.142476,3.3893025,2,61,0.05325645,253935,338465,3,0.3672741004966784,0.4631611687930026,0.7929725660158303,0.3672741004966784,0.7929725660158303
TNG50-96-452731-0-127.cube_maps.fits,452731,96,0,96_452731,96_452731_0,96,452731,1.4875456,3.269964,3.332961,96_452731,96,452731,0,11.01068,5.9892817,1,91,0.8459583,1894571,1329121,1,0.4463135332216608,0.4549119195196033,0.9810987887347016,0.44631353322166084,0.9810987887347016
TNG50-97-196572-0-127.cube_maps.fits,196572,97,0,97_196572,97_196572_0,97,196572,0.6439124,0.90609163,0.9133094,97_196572,97,196572,0,9.108614,2.1663787,1,19,0.7859229,22740,166,1,0.7050320515698185,0.7106482155673373,0.9920971250268528,0.7050320515698185,0.9920971250268529
TNG50-97-251669-1-127.cube_maps.fits,251669,97,1,97_251669,97_251669_1,97,251669,0.51254946,0.64548445,0.79042333,97_251669,97,251669,1,9.235185,1.7040957,0,19,0.0497952,31161,0,3,0.6484493062723744,0.7940539233749163,0.8166313233694659,0.6484493062723744,0.8166313233694659
TNG50-96-588479-0-127.cube_maps.fits,588479,96,0,96_588479,96_588479_0,96,588479,0.90421987,1.3599182,1.4208522,96_588479,96,588479,0,9.161218,3.2449768,2,91,0.017196475,24789,37273,1,0.6363926311265874,0.6649075437037316,0.9571144697527302,0.6363926311265874,0.9571144697527302
TNG50-96-676019-0-127.cube_maps.fits,676019,96,0,96_676019,96_676019_0,96,676019,0.93263435,2.8022277,2.8583918,96_676019,96,676019,0,9.005971,5.465709,-1,37,0.042542543,16845,93453,1,0.3262793959876319,0.3328189033318027,0.9803511541000082,0.3262793959876319,0.9803511541000082
TNG50-95-654923-0-127.cube_maps.fits,654923,95,0,95_654923,95_654923_0,95,654923,1.3868958,3.4329982,3.587492,95_654923,95,654923,0,9.654891,6.7269454,2,127,0.047038566,75437,160610,1,0.3865920258498137,0.4039896671078942,0.9569354300999138,0.3865920258498137,0.9569354300999138
TNG50-89-161414-0-127.cube_maps.fits,161414,89,0,89_161414,89_161414_0,89,161414,2.1410728,3.7448874,3.8008394,89_161414,89,161414,0,11.3025465,9.2651205,1,19,0.58895564,5059615,34243735,1,0.5633157770359883,0.5717322235109125,0.985279041255992,0.5633157770359883,0.9852790412559921
TNG50-91-9-0-127.cube_maps.fits,9,91,0,91_9,91_9_0,91,9,1.3555521,4.2315035,4.277742,91_9,91,9,0,10.783078,8.173895,2,91,0.3575703,1064569,15753,1,0.3168849594014786,0.3203476258497718,0.9891909095966984,0.3168849594014786,0.9891909095966984
TNG50-98-65607-0-127.cube_maps.fits,65607,98,0,98_65607,98_65607_0,98,65607,0.4881732,0.50711197,0.5401671,98_65607,98,65607,0,8.5246,1.404546,1,61,0.027423477,6278,0,0,0.903744785641332,0.9626536719296924,0.938805732522399,0.903744785641332,0.938805732522399
TNG50-98-208978-0-127.cube_maps.fits,208978,98,0,98_208978,98_208978_0,98,208978,0.3417437,0.38686362,0.39795247,98_208978,98,208978,0,8.906102,1.079687,1,37,0.03846803,15489,0,-1,0.8587550669053517,0.8833699586433068,0.9721352401707672,0.8587550669053517,0.9721352401707671
TNG50-97-98766-0-127.cube_maps.fits,98766,97,0,97_98766,97_98766_0,97,98766,0.63797194,0.77409875,0.8092665,97_98766,97,98766,0,9.187924,1.9731449,1,37,0.08579136,28831,0,1,0.7883335588461897,0.8241480043728272,0.956543672572632,0.7883335588461897,0.9565436725726321
TNG50-95-588042-1-127.cube_maps.fits,588042,95,1,95_588042,95_588042_1,95,588042,0.6130685,1.2771873,1.5078589,95_588042,95,588042,1,10.143979,3.1169477,2,61,0.016207002,258840,385901,3,0.4065821410743406,0.4800145601197256,0.8470204340737718,0.4065821410743406,0.8470204340737718
TNG50-97-564962-0-127.cube_maps.fits,564962,97,0,97_564962,97_564962_0,97,564962,0.27860844,0.38191196,0.39395186,97_564962,97,564962,0,9.096688,1.4488775,0,19,0.12791021,26848,2719,1,0.7072144297021469,0.7295095969238565,0.9694381440412542,0.7072144297021469,0.9694381440412542
TNG50-97-251641-0-127.cube_maps.fits,251641,97,0,97_251641,97_251641_0,97,251641,0.52072227,0.7392604,1.0058771,97_251641,97,251641,0,10.388876,1.9954774,0,61,0.7697182,430328,0,3,0.5176798139653443,0.7043827452410545,0.7349410777917104,0.5176798139653443,0.7349410777917104
TNG50-90-457782-0-127.cube_maps.fits,457782,90,0,90_457782,90_457782_0,90,457782,2.0694072,3.3381865,3.5107377,90_457782,90,457782,0,10.909864,7.7437296,2,61,0.09609077,1559090,651238,1,0.589450815422639,0.6199195880757412,0.950850443768556,0.589450815422639,0.9508504437685561
TNG50-95-259120-0-127.cube_maps.fits,259120,95,0,95_259120,95_259120_0,95,259120,2.064153,4.4345646,4.4740915,95_259120,95,259120,0,9.837845,9.275553,2,127,0.5167191,120027,12806,1,0.4613569034070939,0.4654691466215195,0.9911653796083516,0.46135690340709395,0.9911653796083517
